drive,fileextension,filename,filepath,fullpath,hostname,username
c,dll,fde.dll,Windows\System32,c:\Windows\System32\fde.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,PhoneOm.dll,Windows\SysWOW64,c:\Windows\SysWOW64\PhoneOm.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,scmdisk0101.sys,Windows\System32\drivers,c:\Windows\System32\drivers\scmdisk0101.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.system.userdeviceassociation.dll,Windows\System32,c:\Windows\System32\windows.system.userdeviceassociation.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mscandui.dll,Windows\System32,c:\Windows\System32\mscandui.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,devicesetupmanager.dll,Windows\System32,c:\Windows\System32\devicesetupmanager.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,acm,msadp32.acm,Windows\System32,c:\Windows\System32\msadp32.acm,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,raspptp.sys,Windows\System32\drivers,c:\Windows\System32\drivers\raspptp.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,pid.dll,Windows\SysWOW64,c:\Windows\SysWOW64\pid.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,SCardSvr.dll,Windows\System32,c:\Windows\System32\SCardSvr.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msxml6.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msxml6.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,chswubids.dll,Windows\System32\inputmethod\CHS,c:\Windows\System32\inputmethod\CHS\chswubids.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mprdim.dll,Windows\System32,c:\Windows\System32\mprdim.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,keyiso.dll,Windows\System32,c:\Windows\System32\keyiso.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,shellcommoncommonproxystub.dll,Windows\SysWOW64,c:\Windows\SysWOW64\shellcommoncommonproxystub.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,activesyncprovider.dll,Windows\SysWOW64,c:\Windows\SysWOW64\activesyncprovider.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,hdcphandler.dll,Windows\System32,c:\Windows\System32\hdcphandler.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mswb70011.dll,Windows\System32,c:\Windows\System32\mswb70011.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,volmgrx.sys,Windows\System32\drivers,c:\Windows\System32\drivers\volmgrx.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ndistapi.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ndistapi.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,raspppoe.sys,Windows\System32\drivers,c:\Windows\System32\drivers\raspppoe.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mttmprov.dll,Windows\System32\wbem,c:\Windows\System32\wbem\mttmprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,pcasvc.dll,Windows\System32,c:\Windows\System32\pcasvc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,usbhub.sys,Windows\System32\drivers,c:\Windows\System32\drivers\usbhub.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,3ware.sys,Windows\System32\drivers,c:\Windows\System32\drivers\3ware.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,esscli.dll,Windows\System32\wbem,c:\Windows\System32\wbem\esscli.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfps.dll,Windows\System32,c:\Windows\System32\mfps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msdtckrm.dll,Windows\System32,c:\Windows\System32\msdtckrm.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,xpsservices.dll,Windows\System32,c:\Windows\System32\xpsservices.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,biocredprov.dll,Windows\System32,c:\Windows\System32\biocredprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,msgpiowin32.sys,Windows\System32\drivers,c:\Windows\System32\drivers\msgpiowin32.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,aadtb.dll,Windows\System32,c:\Windows\System32\aadtb.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wpncore.dll,Windows\System32,c:\Windows\System32\wpncore.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.accountscontrol.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.accountscontrol.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,appxstreamingdatasourceps.dll,Windows\System32,c:\Windows\System32\appxstreamingdatasourceps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.storage.compression.dll,Windows\System32,c:\Windows\System32\windows.storage.compression.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,easinvoker.proxystub.dll,Windows\System32,c:\Windows\System32\easinvoker.proxystub.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ufx01000.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ufx01000.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wkspbrokerax.dll,Windows\System32,c:\Windows\System32\wkspbrokerax.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,Sens.dll,Windows\System32,c:\Windows\System32\Sens.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,tdx.sys,Windows\System32\drivers,c:\Windows\System32\drivers\tdx.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wbemcntl.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wbemcntl.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wdacwmiprov.dll,Windows\System32\wbem,c:\Windows\System32\wbem\wdacwmiprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msttsengine_onecore.dll,Windows\System32\speech_onecore\Engines\TTS,c:\Windows\System32\speech_onecore\Engines\TTS\msttsengine_onecore.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,basicdisplay.sys,Windows\System32\drivers,c:\Windows\System32\drivers\basicdisplay.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WMNetMgr.dll,Windows\System32,c:\Windows\System32\WMNetMgr.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,syncsettings.dll,Windows\System32,c:\Windows\System32\syncsettings.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,hidinterrupt.sys,Windows\System32\drivers,c:\Windows\System32\drivers\hidinterrupt.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfvdsp.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mfvdsp.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,remoteaudioendpoint.dll,Windows\System32,c:\Windows\System32\remoteaudioendpoint.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.ui.dll,Windows\System32,c:\Windows\System32\windows.ui.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfh264enc.dll,Windows\System32,c:\Windows\System32\mfh264enc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.web.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.web.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wcmapi.dll,Windows\System32,c:\Windows\System32\wcmapi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,exe,msiexec.exe,Windows\System32,c:\Windows\System32\msiexec.exe,NB0008RYA,NT AUTHORITY\SYSTEM
c,exe,rundll32.exe,Windows\SysWOW64,c:\Windows\SysWOW64\rundll32.exe,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,lsi_sas2i.sys,Windows\System32\drivers,c:\Windows\System32\drivers\lsi_sas2i.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\msi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ipfltdrv.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ipfltdrv.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,lsi_sas3i.sys,Windows\System32\drivers,c:\Windows\System32\drivers\lsi_sas3i.sys,NB0008RYA,NT AUTHORITY\SYSTEM
C,dll,comdlg32.dll,Windows\System32,C:\Windows\System32\comdlg32.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,playtoreceiver.dll,Windows\System32,c:\Windows\System32\playtoreceiver.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,shutdownux.dll,Windows\System32,c:\Windows\System32\shutdownux.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,csc.sys,Windows\System32\drivers,c:\Windows\System32\drivers\csc.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,tapi3.dll,Windows\System32,c:\Windows\System32\tapi3.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,rmsroamingsecurity.dll,Windows\System32,c:\Windows\System32\rmsroamingsecurity.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,printwsdahost.dll,Windows\System32,c:\Windows\System32\printwsdahost.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,vaultcli.dll,Windows\System32,c:\Windows\System32\vaultcli.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,rdpdr.sys,Windows\System32\drivers,c:\Windows\System32\drivers\rdpdr.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfksproxy.dll,Windows\System32,c:\Windows\System32\mfksproxy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,photowiz.dll,Windows\System32,c:\Windows\System32\photowiz.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,portabledevicewiacompat.dll,Windows\System32,c:\Windows\System32\portabledevicewiacompat.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,twinui.dll,Windows\System32,c:\Windows\System32\twinui.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dmocx.dll,Windows\System32,c:\Windows\System32\dmocx.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dmrserver.dll,Windows\System32,c:\Windows\System32\dmrserver.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,avifil32.dll,Windows\SysWOW64,c:\Windows\SysWOW64\avifil32.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,fdbthproxy.dll,Windows\System32,c:\Windows\System32\fdbthproxy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,winopcirmprotector.dll,Windows\System32,c:\Windows\System32\winopcirmprotector.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dmdskmgr.dll,Windows\System32,c:\Windows\System32\dmdskmgr.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,iertutil.dll,Windows\System32,c:\Windows\System32\iertutil.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,sqlceoledb40.dll,Windows\System32,c:\Windows\System32\sqlceoledb40.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.devices.humaninterfacedevice.dll,Windows\System32,c:\Windows\System32\windows.devices.humaninterfacedevice.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,speechuxcpl.dll,Windows\System32\Speech\SpeechUX,c:\Windows\System32\Speech\SpeechUX\speechuxcpl.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,userenv.dll,Windows\System32,c:\Windows\System32\userenv.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,appreadiness.dll,Windows\System32,c:\Windows\System32\appreadiness.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,chsifecomp.dll,Windows\SysWOW64\inputmethod\CHS,c:\Windows\SysWOW64\inputmethod\CHS\chsifecomp.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,sharedstartmodel.dll,Windows\System32,c:\Windows\System32\sharedstartmodel.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,asyncmac.sys,Windows\System32\drivers,c:\Windows\System32\drivers\asyncmac.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,vbscript.dll,Windows\SysWOW64,c:\Windows\SysWOW64\vbscript.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,tempsignedlicenseexchangetask.dll,Windows\SysWOW64,c:\Windows\SysWOW64\tempsignedlicenseexchangetask.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,bfadi.sys,Windows\System32\drivers,c:\Windows\System32\drivers\bfadi.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wsmplpxy.dll,Windows\System32,c:\Windows\System32\wsmplpxy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,uianimation.dll,Windows\System32,c:\Windows\System32\uianimation.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,windowstrustedrt.sys,Windows\System32\drivers,c:\Windows\System32\drivers\windowstrustedrt.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,volsnap.sys,Windows\System32\drivers,c:\Windows\System32\drivers\volsnap.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,IMJPKDIC.DLL,Windows\System32\IME\IMEJP\APPLETS,c:\Windows\System32\IME\IMEJP\APPLETS\IMJPKDIC.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.data.pdf.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.data.pdf.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imedicapiccps.dll,Windows\SysWOW64\IME\SHARED,c:\Windows\SysWOW64\IME\SHARED\imedicapiccps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imesearchps.dll,Windows\SysWOW64\IME\SHARED,c:\Windows\SysWOW64\IME\SHARED\imesearchps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.networking.networkoperators.hotspotauthentication.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.networking.networkoperators.hotspotauthentication.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,imkrotip.dll,Windows\System32\IME\IMEKR,c:\Windows\System32\IME\IMEKR\imkrotip.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,fdProxy.dll,Windows\System32,c:\Windows\System32\fdProxy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,emailapis.dll,Windows\System32,c:\Windows\System32\emailapis.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,icsvcext.dll,Windows\System32,c:\Windows\System32\icsvcext.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mscoree.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mscoree.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,updatehandlers.dll,Windows\System32,c:\Windows\System32\updatehandlers.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,regidle.dll,Windows\System32,c:\Windows\System32\regidle.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,eapp3hst.dll,Windows\System32,c:\Windows\System32\eapp3hst.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mbaeapipublic.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mbaeapipublic.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.media.editing.dll,Windows\System32,c:\Windows\System32\windows.media.editing.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,synccontroller.dll,Windows\System32,c:\Windows\System32\synccontroller.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,volume.sys,Windows\System32\drivers,c:\Windows\System32\drivers\volume.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,abovelockapphost.dll,Windows\System32,c:\Windows\System32\abovelockapphost.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.gaming.input.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windows.gaming.input.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,clipboardserver.dll,Windows\SysWOW64,c:\Windows\SysWOW64\clipboardserver.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,presentationhostproxy.dll,Windows\SysWOW64,c:\Windows\SysWOW64\presentationhostproxy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,acm,msgsm32.acm,Windows\System32,c:\Windows\System32\msgsm32.acm,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.media.protection.playready.dll,Windows\System32,c:\Windows\System32\windows.media.protection.playready.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WsmAuto.dll,Windows\SysWOW64,c:\Windows\SysWOW64\WsmAuto.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msdrm.dll,Windows\System32,c:\Windows\System32\msdrm.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wmpeffects.dll,Windows\SysWOW64,c:\Windows\SysWOW64\wmpeffects.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WMIsvc.dll,Windows\System32\wbem,c:\Windows\System32\wbem\WMIsvc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfnetsrc.dll,Windows\System32,c:\Windows\System32\mfnetsrc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,certcli.dll,Windows\System32,c:\Windows\System32\certcli.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,raschapext.dll,Windows\System32,c:\Windows\System32\raschapext.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,smsdeviceaccessrevocation.dll,Windows\System32,c:\Windows\System32\smsdeviceaccessrevocation.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,printdialogs.dll,Windows\SysWOW64,c:\Windows\SysWOW64\printdialogs.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,IMJPCAC.DLL,Windows\SysWOW64\IME\IMEJP\applets,c:\Windows\SysWOW64\IME\IMEJP\applets\IMJPCAC.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,syncutil.dll,Windows\System32,c:\Windows\System32\syncutil.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,WLanHC.dll,Windows\System32,c:\Windows\System32\WLanHC.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,bcdsrv.dll,Windows\System32,c:\Windows\System32\bcdsrv.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfc42u.dll,Windows\SysWOW64,c:\Windows\SysWOW64\mfc42u.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,setnetworklocationflyout.dll,Windows\System32,c:\Windows\System32\setnetworklocationflyout.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,iccvid.dll,Windows\SysWOW64,c:\Windows\SysWOW64\iccvid.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dxdiagn.dll,Windows\System32,c:\Windows\System32\dxdiagn.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,setupcln.dll,Windows\System32,c:\Windows\System32\setupcln.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,xblgamesave.dll,Windows\System32,c:\Windows\System32\xblgamesave.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,acpbackgroundmanagerpolicy.dll,Windows\System32,c:\Windows\System32\acpbackgroundmanagerpolicy.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,portabledeviceconnectapi.dll,Windows\System32,c:\Windows\System32\portabledeviceconnectapi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,WMSPDMOE.DLL,Windows\System32,c:\Windows\System32\WMSPDMOE.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,microsoft.uev.agentwmi.dll,Windows\SysWOW64\wbem,c:\Windows\SysWOW64\wbem\microsoft.uev.agentwmi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,dfshim.dll,Windows\SysWOW64,c:\Windows\SysWOW64\dfshim.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,WdBoot.sys,Windows\System32\drivers,c:\Windows\System32\drivers\WdBoot.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,rasuser.dll,Windows\System32,c:\Windows\System32\rasuser.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,acm,l3codeca.acm,Windows\System32,c:\Windows\System32\l3codeca.acm,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,wcifs.sys,Windows\System32\drivers,c:\Windows\System32\drivers\wcifs.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,VSSUI.dll,Windows\System32,c:\Windows\System32\VSSUI.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,storagewmi.dll,Windows\System32,c:\Windows\System32\storagewmi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,fdBth.dll,Windows\System32,c:\Windows\System32\fdBth.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,parport.sys,Windows\System32\drivers,c:\Windows\System32\drivers\parport.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfreadwrite.dll,Windows\System32,c:\Windows\System32\mfreadwrite.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,IMELM.DLL,Windows\System32\IME\SHARED,c:\Windows\System32\IME\SHARED\IMELM.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,sharehost.dll,Windows\SysWOW64,c:\Windows\SysWOW64\sharehost.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,MapsCSP.dll,Windows\System32,c:\Windows\System32\MapsCSP.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,locationframeworkinternalps.dll,Windows\SysWOW64,c:\Windows\SysWOW64\locationframeworkinternalps.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,catsrvut.dll,Windows\System32,c:\Windows\System32\catsrvut.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,errordetails.dll,Windows\SysWOW64,c:\Windows\SysWOW64\errordetails.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,nlhtml.dll,Windows\System32,c:\Windows\System32\nlhtml.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,fdWNet.dll,Windows\SysWOW64,c:\Windows\SysWOW64\fdWNet.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,NCProv.dll,Windows\System32\wbem,c:\Windows\System32\wbem\NCProv.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,scripto.dll,Windows\System32,c:\Windows\System32\scripto.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,DXP.dll,Windows\System32,c:\Windows\System32\DXP.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,icsvc.dll,Windows\System32,c:\Windows\System32\icsvc.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ksthunk.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ksthunk.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,wpdbusenum.dll,Windows\System32,c:\Windows\System32\wpdbusenum.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,tapisnap.dll,Windows\System32,c:\Windows\System32\tapisnap.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,exe,unregmp2.exe,Windows\System32,c:\Windows\System32\unregmp2.exe,NB0008RYA,NT AUTHORITY\SYSTEM
c,exe,searchindexer.exe,Windows\System32,c:\Windows\System32\searchindexer.exe,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,LAPRXY.DLL,Windows\System32,c:\Windows\System32\LAPRXY.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,microsoftaccounttokenprovider.dll,Windows\System32,c:\Windows\System32\microsoftaccounttokenprovider.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,ialpssi_i2c.sys,Windows\System32\drivers,c:\Windows\System32\drivers\ialpssi_i2c.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,easpoliciesbroker.dll,Windows\System32,c:\Windows\System32\easpoliciesbroker.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,DLL,IMJPKDIC.DLL,Windows\SysWOW64\IME\IMEJP\applets,c:\Windows\SysWOW64\IME\IMEJP\applets\IMJPKDIC.DLL,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windowscodecsraw.dll,Windows\SysWOW64,c:\Windows\SysWOW64\windowscodecsraw.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,MSWB7.dll,Windows\System32,c:\Windows\System32\MSWB7.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,cic.dll,Windows\System32,c:\Windows\System32\cic.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,catsrvut.dll,Windows\SysWOW64,c:\Windows\SysWOW64\catsrvut.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,amdxata.sys,Windows\System32\drivers,c:\Windows\System32\drivers\amdxata.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,win32_tpm.dll,Windows\SysWOW64\wbem,c:\Windows\SysWOW64\wbem\win32_tpm.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,appidpolicyengineapi.dll,Windows\SysWOW64,c:\Windows\SysWOW64\appidpolicyengineapi.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,TsUsbFlt.sys,Windows\System32\drivers,c:\Windows\System32\drivers\TsUsbFlt.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,NgcCtnr.dll,Windows\System32,c:\Windows\System32\NgcCtnr.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,devicengccredprov.dll,Windows\System32,c:\Windows\System32\devicengccredprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,racwmiprov.dll,Windows\SysWOW64\wbem,c:\Windows\SysWOW64\wbem\racwmiprov.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,vdsdyn.dll,Windows\System32,c:\Windows\System32\vdsdyn.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,ntlanman.dll,Windows\System32,c:\Windows\System32\ntlanman.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,mfdvdec.dll,Windows\System32,c:\Windows\System32\mfdvdec.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,windows.devices.enumeration.dll,Windows\System32,c:\Windows\System32\windows.devices.enumeration.dll,NB0008RYA,NT AUTHORITY\SYSTEM
C,dll,localspl.dll,Windows\System32,C:\Windows\System32\localspl.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,cpl,bthprops.cpl,Windows\System32,c:\Windows\System32\bthprops.cpl,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,msflacdecoder.dll,Windows\System32,c:\Windows\System32\msflacdecoder.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,dll,appxdeploymentclient.dll,Windows\System32,c:\Windows\System32\appxdeploymentclient.dll,NB0008RYA,NT AUTHORITY\SYSTEM
c,sys,percsas3i.sys,Windows\System32\drivers,c:\Windows\System32\drivers\percsas3i.sys,NB0008RYA,NT AUTHORITY\SYSTEM
c,ax,Kswdmcap.ax,Windows\System32,c:\Windows\System32\Kswdmcap.ax,NB0008RYA,NT AUTHORITY\SYSTEM
