arguments,description,descriptivename,hostname,name,path,pathcertificateissuer,pathcertificatesubject,pathmd5sum,pathsignaturedescription,pathsignatureverified,pid
system32\DRIVERS\rdbss.sys,Provides the framework for network mini-redirectors,Redirected Buffering Sub System,NB0008RYA,rdbss,C:\Windows\System32\drivers\rdbss.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,e71136f55a4d4120c57db05df2479386,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\USBSTOR.SYS,,USB Mass Storage Driver,NB0008RYA,USBSTOR,C:\Windows\System32\drivers\USBSTOR.SYS,Microsoft Windows Production PCA 2011,Microsoft Windows,6f9700201015647a2b34fe7f20bcca85,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k LocalService,Creates a Network Map  consisting of PC and device topology (connectivity) information  and metadata describing each PC and device.  If this service is disabled  the Network Map will not function properly.,Link-Layer Topology Discovery Mapper,NB0008RYA,lltdsvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k DcomLaunch,Coordinates execution of background work for WinRT application. If this service is stopped or disabled  then background work might not be triggered.,System Events Broker,NB0008RYA,SystemEventsBroker,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,588
\SystemRoot\System32\drivers\buttonconverter.sys,,Service for Portable Device Control devices,NB0008RYA,buttonconverter,C:\Windows\System32\drivers\buttonconverter.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,e6e575e59768606d4d88202776540e5e,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,User Manager provides the runtime components required for multi-user interaction.  If this service is stopped  some applications may not operate correctly.,User Manager,NB0008RYA,UserManager,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,772
System32\drivers\NdisImPlatform.sys,Microsoft Network Adapter Multiplexor Protocol,Microsoft Network Adapter Multiplexor Protocol,NB0008RYA,NdisImPlatform,C:\Windows\System32\drivers\NdisImPlatform.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,96675e82af8a4117ff29e33f8fcca66d,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\drivers\WdFilter.sys,Windows Defender On-Access Malware Protection Mini-Filter Driver,Windows Defender Mini-Filter Driver,NB0008RYA,WdFilter,C:\Windows\System32\drivers\WdFilter.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,ff6d4ad5b3dd1e8ec285e6d2a3fb7073,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,Enables starting processes under alternate credentials. If this service is stopped  this type of logon access will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Secondary Logon,NB0008RYA,seclogon,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork,Windows Firewall helps protect your computer by preventing unauthorized users from gaining access to your computer through the Internet or a network.,Windows Firewall,NB0008RYA,MpsSvc,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,788
\SystemRoot\System32\drivers\usbccgp.sys,,Microsoft USB Generic Parent Driver,NB0008RYA,usbccgp,C:\Windows\System32\drivers\usbccgp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,94977f5cd17183fb13ced9fb5e3d415b,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\swenum.sys,,Software Bus Driver,NB0008RYA,swenum,C:\Windows\System32\drivers\swenum.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,d20f125e306b5442185f3fad6a1acfab,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\tpm.sys,TPM Driver,TPM,NB0008RYA,TPM,C:\Windows\System32\drivers\tpm.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,c70f1c5681076ef28d0804e3536c39b6,The file is signed and the signature was verified.,true,0
system32\drivers\modem.sys,,Modem,NB0008RYA,Modem,C:\Windows\System32\drivers\modem.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,43f6fab99f5c8fc7f6b70c6d2871a041,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\hidusb.sys,,Microsoft HID Class Driver,NB0008RYA,HidUsb,C:\Windows\System32\drivers\hidusb.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,2ed01510111cb34aa6dfee3fb1d5b168,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k AxInstSVGroup,Provides User Account Control validation for the installation of ActiveX controls from the Internet and enables management of ActiveX control installation based on Group Policy settings. This service is started on demand and if disabled the installation of ActiveX controls will behave according to default browser settings.,ActiveX Installer (AxInstSV),NB0008RYA,AxInstSV,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,0
system32\drivers\SerCx.sys,,Serial UART Support Library,NB0008RYA,SerCx,C:\Windows\System32\drivers\SerCx.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,926ba2ee51f7c4a8706c44a79cbe6980,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\DRIVERS\HyperVideo.sys,,HyperVideo,NB0008RYA,HyperVideo,C:\Windows\System32\drivers\HyperVideo.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,6c70c45378782eb2edef4a0ce1b8a95c,The file is signed and the signature was verified.,true,0
C:\Windows\system32\svchost.exe -k netsvcs,Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled  these tasks will not be run at their scheduled times. If this service is disabled  any services that explicitly depend on it will fail to start.,Task Scheduler,NB0008RYA,Schedule,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,772
\SystemRoot\System32\drivers\UEFI.sys,,Microsoft UEFI Driver,NB0008RYA,UEFI,C:\Windows\System32\drivers\uefi.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,24e17a1d3fdd3e1b27e970d5367ec7ce,The file is signed and the signature was verified.,true,0
system32\drivers\rspndr.sys,Link-Layer Topology Discovery Responder,Link-Layer Topology Discovery Responder,NB0008RYA,rspndr,C:\Windows\System32\drivers\rspndr.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,a54235d144ab4ae394535db57d39af20,The file is signed and the signature was verified.,true,0
System32\drivers\tcpip.sys,@todo.dll -100;Microsoft IPv6 Protocol Driver,@todo.dll -100;Microsoft IPv6 Protocol Driver,NB0008RYA,Tcpip6,C:\Windows\System32\drivers\tcpip.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,c1d4f9e54ee71f039c88800be2b6a796,The file is signed and the signature was verified.,true,0
system32\drivers\nsiproxy.sys,NSI Proxy Service,NSI Proxy Service Driver,NB0008RYA,nsiproxy,C:\Windows\System32\drivers\nsiproxy.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,e436fee76f1ac0d415bcd96aacbd9eff,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k NetworkService,Provides Telephony API (TAPI) support for programs that control telephony devices on the local computer and  through the LAN  on servers that are also running the service.,Telephony,NB0008RYA,TapiSrv,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,0
C:\Windows\system32\lsass.exe,Provides secure storage and retrieval of credentials to users  applications and security service packages.,Credential Manager,NB0008RYA,VaultSvc,C:\Windows\System32\lsass.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,fc9be5f27c1909f532d3b202598c4347,The file is signed and the signature was verified.,true,516
system32\drivers\peauth.sys,,PEAUTH,NB0008RYA,PEAUTH,C:\Windows\System32\drivers\PEAuth.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,897174dabc8256d10fa35bd28079dee5,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k netsvcs,Offers routing services to businesses in local area and wide area network environments.,Routing and Remote Access,NB0008RYA,RemoteAccess,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\sfloppy.sys,,High-Capacity Floppy Disk Drive,NB0008RYA,sfloppy,C:\Windows\System32\drivers\sfloppy.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,f25a861e739fa289e41a2fb0954931e6,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\lsi_sss.sys,,LSI_SSS,NB0008RYA,LSI_SSS,C:\Windows\System32\drivers\lsi_sss.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,73294699af1a64190b0a65412f513331,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\kdnic.sys,,Microsoft Kernel Debug Network Miniport (NDIS 6.20),NB0008RYA,kdnic,C:\Windows\System32\drivers\kdnic.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,42b8866f0f97db2cbc5bebc0dd7ab97e,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\CLFS.sys,General-purpose logging service,Common Log (CLFS),NB0008RYA,CLFS,C:\Windows\System32\drivers\clfs.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,bebf5de032012b8fa7105866ec5a93c6,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\hidbth.sys,,Microsoft Bluetooth HID Miniport,NB0008RYA,HidBth,C:\Windows\System32\drivers\hidbth.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,bdf480d701258070ec0b8dd831fdcab4,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\ql40xx2i.sys,,QLogic iSCSI Miniport Inbox Driver,NB0008RYA,ql40xx2i,C:\Windows\System32\drivers\ql40xx2i.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,920e239e99f09142088fdeed508049db,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\hyperkbd.sys,,hyperkbd,NB0008RYA,hyperkbd,C:\Windows\System32\drivers\hyperkbd.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,dd72673ab1e7d0808b2d0cd3845c947a,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\1394ohci.sys,,1394 OHCI Compliant Host Controller,NB0008RYA,1394ohci,C:\Windows\System32\drivers\1394ohci.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,1b9f1bd00d2bab87e04b266b181c3638,The file is signed and the signature was verified.,true,0
C:\Windows\System32\svchost.exe -k smbsvcs,Supports file  print  and named-pipe sharing over the network for this computer. If this service is stopped  these functions will be unavailable. If this service is disabled  any services that explicitly depend on it will fail to start.,Server,NB0008RYA,LanmanServer,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,1728
system32\drivers\urscx01000.sys,,USB Role-Switch Support Library,NB0008RYA,UrsCx01000,C:\Windows\System32\drivers\urscx01000.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,800a69dd7529ce15497ac2712a96774d,The file is signed and the signature was verified.,true,0
C:\Windows\system32\AgentService.exe,Provides support for application and OS settings roaming,User Experience Virtualization Service,NB0008RYA,UevAgentService,C:\Windows\System32\AgentService.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,628f99d49e2f82f2da865e819bad6fd7,The file is signed and the signature was verified.,true,0
\SystemRoot\System32\drivers\isapnp.sys,,isapnp,NB0008RYA,isapnp,C:\Windows\System32\drivers\isapnp.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,99b07c8fe981d10a36bfa37df97a5ade,The file is signed and the signature was verified.,true,0
\SystemRoot\system32\DRIVERS\tdx.sys,NetIO Legacy TDI Support Driver,NetIO Legacy TDI Support Driver,NB0008RYA,tdx,C:\Windows\System32\drivers\tdx.sys,Microsoft Windows Production PCA 2011,Microsoft Windows,376e3854f4412202b83d5bea5f57035d,The file is signed and the signature was verified.,true,0
C:\Windows\system32\lsass.exe,The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.,CNG Key Isolation,NB0008RYA,KeyIso,C:\Windows\System32\lsass.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,fc9be5f27c1909f532d3b202598c4347,The file is signed and the signature was verified.,true,516
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Registers and updates IP addresses and DNS records for this computer. If this service is stopped  this computer will not receive dynamic IP addresses and DNS updates. If this service is disabled  any services that explicitly depend on it will fail to start.,DHCP Client,NB0008RYA,Dhcp,C:\Windows\System32\svchost.exe,Microsoft Windows Production PCA 2011,Microsoft Windows,0b22420be607ddd048b11192d97a6745,The file is signed and the signature was verified.,true,732
C:\Program Files\Google\Compute Engine\agent\GCEWindowsAgent.exe,Google Compute Engine Agent,GCEAgent,NB0008RYA,GCEAgent,C:\Program Files\Google\Compute Engine\agent\GCEWindowsAgent.exe,Symantec Class 3 SHA256 Code Signing CA,Google Inc,3e9957c7952bca87048e57a309123a4a,The file is signed and the signature was verified.,true,1576
