arguments,description,descriptivename,hostname,md5,name,path,pathcertificateissuer,pathcertificatesubject,pathsignaturedescription,pathsignatureexists,pathsignatureverified,servicedll,type
C:\Windows\System32\lsass.exe,Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled  applications will be unable to access encrypted files.,Encrypting File System (EFS),EC0003XSC,63d8919bd82ff4caa2fbb33123905320,EFS,C:\Windows\System32\lsass.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\lsi_sas.sys,,LSI_SAS,EC0003XSC,e3f5248d002bb6a7c5e1c0db67a643c9,LSI_SAS,C:\Windows\System32\drivers\lsi_sas.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\mouclass.sys,,Mouse Class Driver,EC0003XSC,12f4babd1f5c7a3a68d5c6e2b4426f77,mouclass,C:\Windows\System32\drivers\mouclass.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted,The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication  the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.,Wired AutoConfig,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,dot3svc,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\dot3svc.dll,SERVICE_WIN32_SHARE_PROCESS
System32\drivers\FsDepends.sys,This minifilter tracks the dependencies associated with the various nested volumes/filesystems,File System Dependency Minifilter,EC0003XSC,426e85d9fa46e8452fd54305dade48b6,FsDepends,C:\Windows\System32\drivers\FsDepends.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
system32\drivers\tsusbflt.sys,Remote Desktop USB Hub Class Filter Driver,TsUsbFlt,EC0003XSC,2c20f530980d119834e778293b8fd8a5,TsUsbFlt,C:\Windows\System32\drivers\TsUsbFlt.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\volsnap.sys,,Storage volumes,EC0003XSC,284d58110bd74cb3aa9898c2c9e1e01d,volsnap,C:\Windows\System32\drivers\volsnap.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\alg.exe,Provides support for 3rd party protocol plug-ins for Internet Connection Sharing,Application Layer Gateway Service,EC0003XSC,bf092116ce57562bfb50e2e1e7b667b7,ALG,C:\Windows\System32\alg.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_OWN_PROCESS
C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork,The Diagnostic Policy Service enables problem detection  troubleshooting and resolution for Windows components.  If this service is stopped  diagnostics will no longer function.,Diagnostic Policy Service,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,DPS,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\dps.dll,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\aswMonFlt.sys,,aswMonFlt,EC0003XSC,4f926d8f4bd06b69c16eac42750a75f0,aswMonFlt,C:\Windows\System32\drivers\aswMonFlt.sys,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
\SystemRoot\System32\Drivers\qd260x64.sys,,Intel(R) QuickData Technology Device,EC0003XSC,395b0f0eff7cfcac0e0ec5a0e8f5beba,ioatdma,C:\Windows\System32\drivers\qd260x64.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
System32\drivers\discache.sys,Attribute Cache Indexer,System Attribute Cache,EC0003XSC,ed8133ad1e1d9727e53cf0c68b3b43ec,discache,C:\Windows\System32\drivers\discache.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\crcdisk.sys,,Crcdisk Filter Driver,EC0003XSC,fee803661c66403445b455e861c57c71,crcdisk,C:\Windows\System32\drivers\crcdisk.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\acpipmi.sys,,ACPI Power Meter Driver,EC0003XSC,46edb79232c5390340551be4fb308530,AcpiPmi,C:\Windows\System32\drivers\acpipmi.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
system32\DRIVERS\b57nd60a.sys,,Broadcom NetXtreme Gigabit Ethernet - NDIS 6.0,EC0003XSC,1cca80bf2028bf89aa93f73ffb2bf5de,b57nd60a,C:\Windows\System32\drivers\b57nd60a.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\pvpanic.sys,,QEMU PVPanic Service,EC0003XSC,427ab0c6d7ab1a49d590ef70d176126f,PVPanic,C:\Windows\System32\drivers\pvpanic.sys,Symantec Class 3 SHA256 Code Signing CA,Google Inc,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k netsvcs,The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless  VPN  and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients  including wireless and VPN clients  during the authentication process.  If you disable this service  this computer is prevented from accessing networks that require EAP authentication.,Extensible Authentication Protocol,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,EapHost,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\eapsvc.dll,SERVICE_WIN32_SHARE_PROCESS
System32\drivers\rdpdr.sys,,Terminal Server Device Redirector Driver,EC0003XSC,410b62e5fafd71ad0bf4a7fc2771c284,RDPDR,C:\Windows\System32\drivers\rdpdr.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k netsvcs,Monitors system events and notifies subscribers to COM+ Event System of these events.,System Event Notification Service,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,SENS,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\Sens.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted,Maintains links between NTFS files within a computer or across computers in a network.,Distributed Link Tracking Client,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,TrkWks,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\trkwks.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\kbdhid.sys,,Keyboard HID Driver,EC0003XSC,83bb7ca0fa40647a673ca67c50b2dda5,kbdhid,C:\Windows\System32\drivers\kbdhid.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\ndis.sys,NDIS System Driver,NDIS System Driver,EC0003XSC,aa6246e060ffef6c6aaf89fb7b111e07,NDIS,C:\Windows\System32\drivers\ndis.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation,Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped  network resources will no longer be published and they will not be discovered by other computers on the network.,Function Discovery Resource Publication,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,FDResPub,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\FDResPub.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\dmvsc.sys,,dmvsc,EC0003XSC,ff06e76d28730e6062585aa671b65aed,dmvsc,C:\Windows\System32\drivers\dmvsc.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\processr.sys,,Processor Driver,EC0003XSC,669795ecd67807235d96daa1d07e7c7d,Processor,C:\Windows\System32\drivers\processr.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k RPCSS,Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled  programs using Remote Procedure Call (RPC) services will not function properly.,RPC Endpoint Mapper,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,RpcEptMapper,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\RpcEpMap.dll,SERVICE_WIN32_SHARE_PROCESS
C:\Windows\system32\svchost.exe -k netsvcs,The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore  stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.,IKE and AuthIP IPsec Keying Modules,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,IKEEXT,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\IKEEXT.DLL,SERVICE_WIN32_SHARE_PROCESS
system32\DRIVERS\wanarp.sys,Remote Access IPv6 ARP Driver,Remote Access IPv6 ARP Driver,EC0003XSC,4e1c4ff9728d482f089d643ba1c18393,Wanarpv6,C:\Windows\System32\drivers\wanarp.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\adp94xx.sys,,adp94xx,EC0003XSC,a052b6f622a49330bf96e677d6e4c829,adp94xx,C:\Windows\System32\drivers\adp94xx.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe,Receives activation requests over the net.pipe protocol and passes them to the Windows Process Activation Service.,Net.Pipe Listener Adapter,EC0003XSC,964562635e7e159b65dc2658f375015e,NetPipeActivator,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe,Microsoft Code Signing PCA,Microsoft Corporation,The file is signed and the signature was verified.,true,true,,SERVICE_WIN32_SHARE_PROCESS
system32\drivers\tdpipe.sys,,TDPIPE,EC0003XSC,82a9ebbc1c40f3b1730dc1961e743bb4,TDPIPE,C:\Windows\System32\drivers\tdpipe.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\sffp_mmc.sys,,SFF Storage Protocol Driver for MMC,EC0003XSC,99e633d206af5686f0d76e496c9104b8,sffp_mmc,C:\Windows\System32\drivers\sffp_mmc.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\i8042prt.sys,,i8042 Keyboard and PS/2 Mouse Port Driver,EC0003XSC,142dfc255bfd6da3fa9bca98b5b03804,i8042prt,C:\Windows\System32\drivers\i8042prt.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\System32\svchost.exe -k netsvcs,Offers routing services to businesses in local area and wide area network environments.,Routing and Remote Access,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,RemoteAccess,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\mprdim.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\gagp30kx.sys,,Microsoft Generic AGPv3.0 Filter for K8 Processor Platforms,EC0003XSC,b89945777e8cd468a10f5472e4772187,gagp30kx,C:\Windows\System32\drivers\GAGP30KX.SYS,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\ksthunk.sys,,Kernel Streaming Thunks,EC0003XSC,3304b425b66ed3c97ff939edac1c7a89,ksthunk,C:\Windows\System32\drivers\ksthunk.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\system32\drivers\ACPI.sys,,Microsoft ACPI Driver,EC0003XSC,15192fa9a268afff3b58b9b560ca5a5c,ACPI,C:\Windows\System32\drivers\acpi.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted,Registers and updates IP addresses and DNS records for this computer. If this service is stopped  this computer will not receive dynamic IP addresses and DNS updates. If this service is disabled  any services that explicitly depend on it will fail to start.,DHCP Client,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,Dhcp,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\dhcpcore.dll,SERVICE_WIN32_SHARE_PROCESS
system32\DRIVERS\monitor.sys,,Microsoft Monitor Class Function Driver Service,EC0003XSC,85c93a8a7f7f93ef0858d4e107d856d3,monitor,C:\Windows\System32\drivers\monitor.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
\SystemRoot\System32\Drivers\mup.sys,Multiple UNC Provider Driver,Mup,EC0003XSC,c5134069ad9ed71272b07c9070dee945,Mup,C:\Windows\System32\drivers\mup.sys,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_FILE_SYSTEM_DRIVER
C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation,Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed  it is recommended that this service remain stopped. If it is needed  both MSDTC and KTM will start this service automatically. If this service is disabled  any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.,KtmRm for Distributed Transaction Coordinator,EC0003XSC,741d8feeba91a40f2d6a9fda67cc6f0f,KtmRm,C:\Windows\System32\svchost.exe,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,C:\Windows\System32\msdtckrm.dll,SERVICE_WIN32_SHARE_PROCESS
\SystemRoot\system32\drivers\uagp35.sys,,Microsoft AGPv3.5 Filter,EC0003XSC,fd07eb76625dd1ce6e963348688cfa14,uagp35,C:\Windows\System32\drivers\UAGP35.SYS,Microsoft Windows Verification PCA,Microsoft Windows,The file is signed and the signature was verified.,true,true,,SERVICE_KERNEL_DRIVER
